house_id,seller_id,agent_id,address,city,neighborhood,zip_code,latitude,longitude,property_type,bedrooms,bathrooms,garage_spaces,stories,square_feet,lot_size,construction_year,school_district,listing_price,estimated_market_value,price_per_sq_ft,listing_date,days_on_market,hoa_fee,status
726,146,15,40428 Shepard Canyon,Bellevue,Somerset,48582,47.59949,-122.19832,CONDO,3,2.5,3,1,1158,2045,1997,Bellevue School District,654000.0,669000.0,564.77,2026-02-13,29,665,ACTIVE
727,51,9,76660 Darren Crossroad Suite 003,Mercer Island,North End,07760,47.585147,-122.218257,CONDO,3,1.0,3,2,1115,4669,2020,Mercer Island School District,946000.0,946000.0,848.43,2026-01-04,45,311,PENDING
728,69,5,6691 Paul Spur,Seattle,Ballard,60221,47.618972,-122.326498,SINGLE_FAMILY,2,3.5,0,1,2023,2412,1955,Seattle Public Schools,1064000.0,1065000.0,525.95,2025-07-25,48,0,PENDING
729,69,30,23455 Lisa Pass,Sammamish,Inglewood,72628,47.611907,-122.043509,TOWNHOUSE,1,3.0,2,1,1591,2907,2005,Lake Washington School District,899000.0,894000.0,565.05,2025-09-03,54,354,SOLD
730,125,4,7682 Tracey Village,Redmond,Education Hill,35075,47.666286,-122.124308,SINGLE_FAMILY,2,3.0,1,1,2456,3305,1961,Lake Washington School District,1499000.0,1555000.0,610.34,2025-10-12,40,0,WITHDRAWN
731,55,8,34808 Deleon Junctions,Seattle,Ballard,39618,47.616618,-122.334844,SINGLE_FAMILY,3,1.5,3,3,3063,7649,2005,Seattle Public Schools,1846000.0,1912000.0,602.68,2025-09-23,53,0,ACTIVE
732,6,16,0335 Brian Shores,Seattle,Magnolia,49071,47.609669,-122.321953,TOWNHOUSE,3,2.0,1,3,1510,2133,2012,Seattle Public Schools,780000.0,832000.0,516.56,2025-12-10,81,678,ACTIVE
733,75,29,085 Linda Heights,Renton,Highlands,75747,47.479283,-122.205768,SINGLE_FAMILY,5,3.5,1,3,3454,7214,1976,Renton School District,1411000.0,1424000.0,408.51,2025-09-03,13,0,ACTIVE
734,115,30,749 Richard Rapid,Redmond,Overlake,93059,47.661584,-122.128852,CONDO,2,2.0,2,2,1048,2795,2023,Lake Washington School District,633000.0,641000.0,604.01,2026-01-23,26,362,PENDING
735,94,2,964 Davis Pike Suite 285,Issaquah,Olde Town,76428,47.517799,-122.020125,TOWNHOUSE,2,3.5,0,2,1913,2149,2017,Issaquah School District,1065000.0,1132000.0,556.72,2025-11-15,72,380,WITHDRAWN
736,43,17,59140 Hudson Turnpike,Redmond,Education Hill,25988,47.665854,-122.133732,SINGLE_FAMILY,2,3.5,1,2,3585,5988,1985,Lake Washington School District,2439000.0,2416000.0,680.33,2026-06-10,65,0,ACTIVE
737,18,25,23426 Elliott Centers,Mercer Island,North End,53954,47.563771,-122.213606,CONDO,3,4.0,3,3,891,7732,1952,Mercer Island School District,597000.0,592000.0,670.03,2026-02-10,52,620,SOLD
738,70,17,726 Stephen Mall,Seattle,Ballard,04501,47.606227,-122.320255,SINGLE_FAMILY,3,1.5,0,2,2565,2777,1981,Seattle Public Schools,1452000.0,1460000.0,566.08,2026-02-17,21,0,ACTIVE
739,29,23,348 Abigail Forges,Seattle,Capitol Hill,43201,47.596063,-122.32892,TOWNHOUSE,1,2.5,1,1,1676,3852,2023,Seattle Public Schools,986000.0,1007000.0,588.31,2026-02-27,63,520,PENDING
740,134,12,382 Mary Haven Apt. 561,Bothell,Downtown,19173,47.762424,-122.195271,TOWNHOUSE,3,2.0,3,1,1704,5621,2020,Northshore School District,903000.0,916000.0,529.93,2026-05-23,68,314,PENDING
741,98,13,0826 Stephens Drive Suite 418,Bothell,North Creek,50627,47.756309,-122.210964,SINGLE_FAMILY,2,1.0,1,2,4256,7849,1997,Northshore School District,2235000.0,2196000.0,525.14,2026-01-23,86,0,SOLD
742,5,29,1308 Stokes Courts Apt. 385,Renton,Highlands,75409,47.49501,-122.224512,SINGLE_FAMILY,3,3.5,3,2,4218,8728,1967,Renton School District,1799000.0,1805000.0,426.51,2025-10-29,31,0,ACTIVE
743,76,12,3468 John Underpass,Redmond,Education Hill,41230,47.669417,-122.109218,SINGLE_FAMILY,4,4.0,3,1,2010,6400,1981,Lake Washington School District,1378000.0,1473000.0,685.57,2026-05-04,42,0,SOLD
744,91,11,002 Goodwin Alley Apt. 869,Bellevue,West Bellevue,51707,47.60441,-122.201298,SINGLE_FAMILY,1,1.0,1,3,3754,7325,1955,Bellevue School District,2680000.0,2856000.0,713.91,2026-05-25,76,0,PENDING
745,118,12,01683 Christopher Fields Suite 001,Seattle,Magnolia,49678,47.600996,-122.336061,SINGLE_FAMILY,4,3.0,0,2,2695,7713,2016,Seattle Public Schools,1591000.0,1622000.0,590.35,2026-01-07,67,0,ACTIVE
746,97,11,49150 Russell Fall Apt. 976,Bellevue,Bridle Trails,82680,47.617043,-122.197444,SINGLE_FAMILY,2,4.0,1,1,4044,6553,2022,Bellevue School District,3583000.0,3869000.0,886.0,2025-08-20,54,0,ACTIVE
747,50,14,44077 George Lock Apt. 072,Seattle,Capitol Hill,95662,47.604007,-122.330054,SINGLE_FAMILY,5,1.5,0,1,1980,2838,1988,Seattle Public Schools,1036000.0,1020000.0,523.23,2025-11-22,9,0,ACTIVE
748,127,4,292 Smith Union Apt. 776,Seattle,Ballard,06752,47.611283,-122.322749,SINGLE_FAMILY,3,3.5,2,2,2070,3614,1978,Seattle Public Schools,1049000.0,1131000.0,506.76,2026-06-21,78,0,SOLD
749,134,22,0688 Jones Fields,Redmond,Overlake,26510,47.683086,-122.113151,CONDO,2,4.0,0,2,988,5459,1991,Lake Washington School District,509000.0,531000.0,515.18,2025-09-10,39,418,SOLD
750,28,27,25523 Moon Locks,Mercer Island,North End,14750,47.57235,-122.211765,SINGLE_FAMILY,2,1.5,3,1,3457,2307,1956,Mercer Island School District,3002000.0,3011000.0,868.38,2025-12-16,74,0,SOLD
751,124,30,0321 Carrie Alley,Redmond,Bear Creek,50286,47.66089,-122.127081,SINGLE_FAMILY,4,2.5,3,2,3437,2761,2003,Lake Washington School District,2467000.0,2474000.0,717.78,2025-08-08,58,0,ACTIVE
752,102,19,85277 Bennett Field Apt. 718,Redmond,Education Hill,39393,47.67106,-122.111016,SINGLE_FAMILY,3,3.0,1,2,3317,2804,1965,Lake Washington School District,1972000.0,2018000.0,594.51,2025-10-18,81,0,WITHDRAWN
753,139,14,295 Donald Locks,Bellevue,Bridle Trails,39038,47.621997,-122.188469,SINGLE_FAMILY,4,3.5,1,1,2139,1517,1962,Bellevue School District,1402000.0,1483000.0,655.45,2025-12-31,65,0,ACTIVE
754,80,11,4403 Harris Glen,Seattle,Ballard,13819,47.592368,-122.329614,SINGLE_FAMILY,5,3.0,0,1,3302,7967,1995,Seattle Public Schools,1847000.0,1809000.0,559.36,2025-11-21,26,0,ACTIVE
755,19,27,77822 Alexis Estates,Issaquah,Talus,84264,47.523633,-122.045652,CONDO,3,2.0,1,3,1152,7857,1963,Issaquah School District,465000.0,466000.0,403.65,2025-08-01,70,299,SOLD
756,122,26,821 Jose Manor Apt. 985,Redmond,Overlake,96779,47.669663,-122.121234,SINGLE_FAMILY,3,3.5,3,2,2962,8110,1954,Lake Washington School District,1776000.0,1789000.0,599.59,2026-04-27,35,0,ACTIVE
757,10,3,63831 Amy Island Suite 053,Bothell,Canyon Park,75529,47.76273,-122.216868,CONDO,2,2.5,1,1,1332,7420,1991,Northshore School District,514000.0,525000.0,385.89,2026-03-29,14,394,SOLD
758,142,24,9866 Shawn Squares,Bothell,Downtown,08508,47.754176,-122.199127,TOWNHOUSE,4,3.5,0,2,1893,2782,1980,Northshore School District,854000.0,869000.0,451.14,2025-11-22,55,348,ACTIVE
759,102,26,68205 Nicholas Divide Apt. 223,Bellevue,Somerset,82968,47.608588,-122.192027,SINGLE_FAMILY,4,3.5,3,3,2832,4078,1999,Bellevue School District,2032000.0,2082000.0,717.51,2025-11-03,77,0,SOLD
760,38,2,65058 Giles Spur,Issaquah,Olde Town,35223,47.522301,-122.029482,SINGLE_FAMILY,5,1.5,1,2,2472,1814,1982,Issaquah School District,1400000.0,1433000.0,566.34,2025-11-23,6,0,WITHDRAWN
761,129,7,182 Tina Dam,Kirkland,Juanita,43412,47.666334,-122.200589,TOWNHOUSE,4,3.5,2,3,2119,4700,1997,Lake Washington School District,1247000.0,1224000.0,588.49,2026-01-21,72,552,SOLD
762,138,25,089 Young Road Suite 802,Kirkland,Totem Lake,17130,47.663235,-122.211022,TOWNHOUSE,3,3.5,0,2,1745,8295,1955,Lake Washington School District,960000.0,1007000.0,550.14,2026-05-19,58,487,PENDING
763,10,27,0938 Proctor Rapid,Issaquah,Olde Town,94446,47.535153,-122.030213,TOWNHOUSE,3,1.0,1,1,1536,3316,1990,Issaquah School District,789000.0,785000.0,513.67,2026-03-07,62,372,ACTIVE
764,5,17,249 Mathis Ridge Apt. 145,Bellevue,Somerset,59727,47.618167,-122.196601,SINGLE_FAMILY,3,3.0,1,3,2111,6917,1985,Bellevue School District,1569000.0,1677000.0,743.25,2026-02-11,75,0,SOLD
765,52,1,71523 West Neck Apt. 820,Seattle,Greenwood,81186,47.604085,-122.337237,SINGLE_FAMILY,2,2.5,0,1,2761,2563,1999,Seattle Public Schools,1528000.0,1537000.0,553.42,2025-12-10,38,0,PENDING
766,93,4,91779 Cruz Drive Suite 872,Seattle,Fremont,17473,47.600485,-122.33083,SINGLE_FAMILY,3,1.0,0,1,2853,8653,2003,Seattle Public Schools,1648000.0,1676000.0,577.64,2025-10-23,20,0,SOLD
767,46,4,0858 Raymond Ferry,Issaquah,Squak Mountain,89936,47.525226,-122.032586,SINGLE_FAMILY,4,3.0,3,3,2781,2500,1958,Issaquah School District,1509000.0,1596000.0,542.61,2026-02-11,66,0,SOLD
768,49,18,0405 James River,Kirkland,Totem Lake,44000,47.683659,-122.193672,SINGLE_FAMILY,3,4.0,0,1,2141,2829,1995,Lake Washington School District,1515000.0,1528000.0,707.61,2026-03-05,23,0,ACTIVE
769,8,11,12482 Phelps Grove,Bellevue,Bridle Trails,33427,47.61888,-122.203528,SINGLE_FAMILY,4,4.0,3,1,3990,2872,1974,Bellevue School District,2724000.0,2919000.0,682.71,2025-09-03,29,0,SOLD
770,127,18,9632 Serrano Ridge Suite 232,Kirkland,Totem Lake,90092,47.673518,-122.201724,SINGLE_FAMILY,2,1.0,0,2,4201,3040,1958,Lake Washington School District,2796000.0,2941000.0,665.56,2026-01-08,5,0,SOLD
771,119,3,3389 Matthew Expressway Suite 152,Kirkland,Juanita,70367,47.687191,-122.203161,SINGLE_FAMILY,3,1.0,1,2,3325,5549,1993,Lake Washington School District,2267000.0,2408000.0,681.8,2026-04-02,75,0,WITHDRAWN
772,82,8,56292 Shah Forges Apt. 589,Sammamish,Pine Lake,90473,47.617412,-122.037831,TOWNHOUSE,1,1.0,0,2,1648,6946,1965,Lake Washington School District,823000.0,801000.0,499.39,2025-11-10,22,606,SOLD
773,136,12,186 Diaz Rue,Seattle,Ballard,64678,47.606149,-122.324941,SINGLE_FAMILY,3,1.0,2,2,2426,3013,1985,Seattle Public Schools,1313000.0,1333000.0,541.22,2026-01-03,16,0,ACTIVE
774,86,11,509 Avila Trail Suite 430,Issaquah,Olde Town,25949,47.520579,-122.041231,CONDO,4,1.5,0,2,1267,4051,1962,Issaquah School District,516000.0,506000.0,407.26,2025-10-18,75,636,ACTIVE
775,142,22,891 Robin Rapid,Redmond,Overlake,63972,47.661913,-122.124391,CONDO,5,2.0,3,1,1379,6889,2020,Lake Washington School District,883000.0,941000.0,640.32,2025-08-27,47,387,PENDING
776,93,13,593 Leon Corners,Renton,Fairwood,48240,47.471107,-122.227336,SINGLE_FAMILY,5,4.0,1,1,2186,4236,2025,Renton School District,1130000.0,1207000.0,516.93,2025-09-13,26,0,ACTIVE
777,33,6,54715 Harris Forge Apt. 593,Seattle,Greenwood,55483,47.619919,-122.321185,CONDO,3,2.5,0,3,1367,5784,1963,Seattle Public Schools,551000.0,535000.0,403.07,2025-12-19,39,545,ACTIVE
778,100,7,67500 Cisneros Drive,Bothell,Downtown,91874,47.753881,-122.216314,TOWNHOUSE,5,2.5,2,2,1492,3540,2013,Northshore School District,720000.0,703000.0,482.57,2026-05-09,83,688,ACTIVE
779,65,23,1052 Reyes Pines,Issaquah,Olde Town,16493,47.532398,-122.023167,TOWNHOUSE,3,3.5,1,1,1561,7325,2013,Issaquah School District,801000.0,787000.0,513.13,2026-03-09,10,368,PENDING
780,29,19,092 Smith Lake Apt. 388,Sammamish,Klahanie,73613,47.620856,-122.029083,TOWNHOUSE,4,1.0,3,1,2048,4296,1959,Lake Washington School District,1028000.0,1012000.0,501.95,2026-05-06,31,478,ACTIVE
781,133,22,2258 Butler Islands Suite 787,Seattle,Fremont,37140,47.604502,-122.341054,TOWNHOUSE,3,1.5,3,2,2104,3040,1965,Seattle Public Schools,964000.0,970000.0,458.17,2025-10-15,90,689,ACTIVE
782,41,2,75854 Quinn Manors,Mercer Island,North End,48173,47.57815,-122.221372,SINGLE_FAMILY,2,1.0,2,1,3802,3821,1985,Mercer Island School District,3398000.0,3390000.0,893.74,2026-04-14,40,0,ACTIVE
783,58,15,942 Kevin Ridges Apt. 165,Seattle,Capitol Hill,03829,47.611853,-122.338832,TOWNHOUSE,3,2.5,2,1,1784,5435,2017,Seattle Public Schools,887000.0,905000.0,497.2,2025-08-17,33,474,ACTIVE
784,38,4,02453 Charles Freeway,Issaquah,Squak Mountain,17688,47.536737,-122.031939,SINGLE_FAMILY,4,2.0,2,3,2760,4807,2012,Issaquah School District,1694000.0,1827000.0,613.77,2026-02-17,7,0,PENDING
785,143,28,5130 Morgan Bypass,Seattle,Magnolia,68892,47.608432,-122.319367,CONDO,5,3.5,3,3,759,1527,1980,Seattle Public Schools,340000.0,339000.0,447.96,2025-09-11,24,260,ACTIVE
786,28,24,214 Mitchell Pike Suite 699,Bellevue,Somerset,94445,47.616726,-122.203755,TOWNHOUSE,4,2.0,1,3,1867,4792,2003,Bellevue School District,1316000.0,1277000.0,704.87,2025-12-24,90,681,ACTIVE
787,84,2,367 Ball Highway Suite 202,Sammamish,Pine Lake,48511,47.612006,-122.027832,SINGLE_FAMILY,3,2.5,1,2,3261,6107,1962,Lake Washington School District,1827000.0,1898000.0,560.26,2026-05-02,7,0,SOLD
788,137,24,4318 Linda Extensions,Renton,Highlands,93243,47.470978,-122.202407,SINGLE_FAMILY,3,3.5,1,1,2361,7545,1979,Renton School District,984000.0,959000.0,416.77,2026-01-12,32,0,PENDING
789,116,29,231 James Divide,Seattle,Capitol Hill,85061,47.594004,-122.319393,SINGLE_FAMILY,3,1.0,2,3,2850,5898,1951,Seattle Public Schools,1509000.0,1532000.0,529.47,2025-07-01,85,0,WITHDRAWN
790,2,30,106 Nicole Pike Apt. 647,Mercer Island,East Seattle,21492,47.580212,-122.230609,SINGLE_FAMILY,3,2.0,0,1,3749,5626,1985,Mercer Island School District,3385000.0,3528000.0,902.91,2025-09-11,79,0,SOLD
791,143,23,0827 Stone Corners Suite 225,Seattle,Capitol Hill,63425,47.592007,-122.344175,SINGLE_FAMILY,3,1.0,2,1,1800,2909,2004,Seattle Public Schools,1098000.0,1178000.0,610.0,2025-12-14,25,0,SOLD
792,16,22,584 Taylor Drives Apt. 529,Seattle,Queen Anne,12328,47.597969,-122.343065,SINGLE_FAMILY,2,3.5,1,2,2534,6637,1975,Seattle Public Schools,1330000.0,1319000.0,524.86,2025-12-31,43,0,ACTIVE
793,137,6,8316 Andrea Falls Suite 172,Bothell,Downtown,08800,47.770387,-122.207789,SINGLE_FAMILY,2,1.5,1,1,2059,2759,1970,Northshore School District,964000.0,936000.0,468.19,2025-12-12,58,0,ACTIVE
794,136,29,73992 Mark Extensions,Seattle,Magnolia,20842,47.618169,-122.319586,SINGLE_FAMILY,5,2.5,1,3,2480,5865,1984,Seattle Public Schools,1394000.0,1462000.0,562.1,2026-01-24,89,0,SOLD
795,67,20,621 Lloyd Shoals,Redmond,Education Hill,77201,47.686686,-122.112551,CONDO,4,1.5,3,2,1085,4576,1972,Lake Washington School District,520000.0,550000.0,479.26,2025-07-26,73,488,ACTIVE
796,29,18,88232 Valdez Squares Apt. 983,Issaquah,Squak Mountain,42470,47.526938,-122.02811,CONDO,4,4.0,1,1,768,5743,1966,Issaquah School District,330000.0,328000.0,429.69,2026-01-17,28,525,SOLD
797,62,18,6177 Robinson Valley Suite 430,Issaquah,Talus,75348,47.517607,-122.031848,TOWNHOUSE,2,2.0,2,3,1546,2615,1956,Issaquah School District,710000.0,736000.0,459.25,2025-10-28,27,272,SOLD
798,133,5,791 Patricia Rapids Suite 029,Bellevue,Bridle Trails,23350,47.597243,-122.194872,CONDO,3,3.5,2,2,860,2848,1967,Bellevue School District,474000.0,471000.0,551.16,2025-12-06,40,683,SOLD
799,8,3,53978 Higgins Forest,Bellevue,Somerset,64769,47.600048,-122.194234,SINGLE_FAMILY,3,1.0,0,3,1847,3059,1953,Bellevue School District,1299000.0,1359000.0,703.3,2026-03-13,66,0,SOLD
800,7,24,98832 Anthony Spring Apt. 256,Mercer Island,North End,96079,47.585352,-122.227715,SINGLE_FAMILY,4,4.0,2,2,4007,3636,1997,Mercer Island School District,3444000.0,3580000.0,859.5,2026-04-12,25,0,WITHDRAWN
